"title","a_score","m_score","score_gap","a_rank","m_rank","members","fixed_aired","fixed_published"
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,6.82,6.95,-0.12999964,4791,9274,2550,Oct 2013 - Dec 2013,Feb 2013 - Jun 2014
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.86,6.99,-0.12999964,4598,8603,30931,Jul 2018 - Sep 2018,Jun 2015 - Dec 2023
Shakunetsu Kabaddi,7.03,7.16,-0.12999964,3878,6266,1588,Apr 2021 - Jun 2021,Jul 2015 - Dec 2023
Lucky☆Star,7.74,7.87,-0.13000011,1052,1034,15222,Apr 2007 - Sep 2007,Dec 2003 - Dec 2023
Dash! Kappei,7.2,7.33,-0.13000011,3028,4284,423,Oct 1981 - Dec 1982,Oct 1979 - Oct 1982
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.65,7.78,-0.13000011,1268,1308,6051,Jul 2016 - Oct 2016,Jun 2012 - Aug 2018
Housekishou Richard-shi no Nazo Kantei,7.19,7.32,-0.13000011,3106,4471,985,Jan 2020 - Mar 2020,Nov 2019 - Dec 2023
Ore wo Suki nano wa Omae dake ka yo,7.31,7.44,-0.13000011,2507,3317,4056,Oct 2019 - Dec 2019,Feb 2016 - Jan 2022
Brain Powerd,6.16,6.29,-0.13000011,8105,16393,1161,Apr 1998 - Nov 1998,Nov 1997 - Oct 2000
Uramichi Oniisan,7.69,7.82,-0.13000011,1171,1180,11832,Jul 2021 - Sep 2021,May 2017 - Dec 2023
Kekkai Sensen,7.6,7.73,-0.13000011,1383,1536,14928,Apr 2015 - Oct 2015,Jan 2009 - Feb 2015
Sugar Sugar Rune,7.48,7.61,-0.13000011,1783,2136,10787,Jul 2005 - Jun 2006,Aug 2003 - Apr 2007
Magic Knight Rayearth,7.47,7.6,-0.13000011,1823,2157,19283,Oct 1994 - Mar 1995,Nov 1993 - Feb 1995
Nodame Cantabile,8.27,8.41,-0.13999939,272,193,26288,Jan 2007 - Jun 2007,Jul 2001 - Aug 2010
Monogatari Series: Second Season,8.77,8.91,-0.13999939,38,19,21719,Jul 2013 - Dec 2013,Oct 2010 - Dec 2011
Tokyo Underground,6.59,6.73,-0.13999987,5888,12173,787,Apr 2002 - Sep 2002,Dec 1997 - Feb 2005
Marmalade Boy,7.44,7.58,-0.13999987,1935,2262,17347,Mar 1994 - Sep 1995,May 1992 - Oct 1995
Toaru Hikuushi e no Tsuioku,7.61,7.75,-0.13999987,1357,1452,1411,Oct 2011 - Oct 2011,Feb 2008 - Feb 2008
Kure-nai,7.33,7.47,-0.13999987,2375,3037,12585,Apr 2008 - Jun 2008,Nov 2007 - Jun 2012
Itazura na Kiss,7.42,7.56,-0.13999987,2041,2445,9726,Apr 2008 - Sep 2008,May 1990 - Feb 1999
Aoharu x Kikanjuu,7.15,7.29,-0.13999987,3331,4698,2721,Jul 2015 - Sep 2015,Jul 2011 - Jul 2011
Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.71,6.85,-0.13999987,5330,10648,8103,Apr 2016 - Jun 2016,Aug 2014 - Sep 2018
Ninin ga Shinobuden,6.89,7.03,-0.14000034,4472,8034,1075,Jul 2004 - Sep 2004,Jul 2000 - Jan 2006
Nogizaka Haruka no Himitsu,7.2,7.34,-0.14000034,3050,4203,1064,Jul 2008 - Sep 2008,Oct 2004 - Jul 2012
Kamen no Maid Guy,6.99,7.13,-0.14000034,4071,6619,1106,Apr 2008 - Jun 2008,Nov 2004 - Mar 2012
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,6.47,6.61,-0.14000034,6539,13696,1598,Jul 2021 - Sep 2021,Feb 2017 - Dec 2023
Demashita! Powerpuff Girls Z,6.43,6.57,-0.14000034,6766,14158,1099,Jul 2006 - Jun 2007,Jul 2006 - Jun 2007
Mahouka Koukou no Rettousei: Tsuioku-hen,7.7,7.84,-0.14000034,1152,1107,7764,Dec 2021 - Dec 2021,Feb 2014 - Jul 2015
Master Keaton,7.59,7.74,-0.14999962,1414,1486,7792,Oct 1998 - Mar 1999,Nov 1988 - Aug 1994
Tales of the Abyss,7.28,7.43,-0.14999962,2619,3353,2712,Oct 2008 - Mar 2009,Oct 2005 - Nov 2010
"11-nin Iru!",7.03,7.18,-0.14999962,3887,6039,3188,Nov 1986 - Nov 1986,Aug 1975 - Oct 1975
Nisekoi,7.57,7.72,-0.14999962,1467,1558,192965,Jan 2014 - May 2014,Nov 2011 - Aug 2016
Tensei shitara Ken deshita,7.55,7.7,-0.14999962,1536,1655,6342,Oct 2022 - Dec 2022,Jul 2016 - Dec 2023
Hokuto no Ken,7.96,8.11,-0.14999962,646,549,41273,Oct 1984 - Mar 1987,Sep 1983 - Jul 1988
Yofukashi no Uta,8.0,8.15,-0.14999962,587,483,75542,Jul 2022 - Sep 2022,Aug 2019 - Dec 2023
Papa no Iukoto wo Kikinasai!,7.26,7.41,-0.14999962,2763,3524,6359,Jan 2012 - Mar 2012,Aug 2011 - Oct 2012
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.69,7.84,-0.1500001,1180,1109,7545,Jul 2015 - Sep 2015,Apr 2010 - Dec 2011
Otome Youkai Zakuro,7.43,7.58,-0.1500001,1991,2275,6216,Oct 2010 - Dec 2010,Apr 2006 - Dec 2023
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.69,7.84,-0.1500001,1180,1117,25661,Jul 2015 - Sep 2015,Jul 2011 - Dec 2023
Cuticle Tantei Inaba,7.25,7.4,-0.1500001,2792,3588,2595,Jan 2013 - Mar 2013,Aug 2007 - Mar 2017
Manga de Wakaru! Fate/Grand Order,7.63,7.78,-0.1500001,1299,1316,1675,Dec 2018 - Dec 2018,Aug 2015 - Dec 2023
Another,7.48,7.63,-0.1500001,1789,2010,63304,Jan 2012 - Mar 2012,Apr 2010 - Dec 2011
Yuyushiki,7.36,7.51,-0.1500001,2264,2752,2658,Apr 2013 - Jun 2013,Jan 2008 - Dec 2023
Mamotte Shugogetten!,6.62,6.77,-0.1500001,5777,11674,1368,Oct 1998 - Apr 1999,Apr 1996 - Jan 2000
Harukana Receive,6.65,6.8,-0.1500001,5615,11368,2882,Jul 2018 - Sep 2018,Aug 2015 - Sep 2020
Elf wo Karu Mono-tachi,7.0,7.15,-0.1500001,4034,6368,1397,Oct 1996 - Dec 1996,Nov 1994 - Nov 2002
To Heart,6.6,6.75,-0.1500001,5879,11891,963,Apr 1999 - Jun 1999,Oct 1997 - Dec 1999
Yuuki Yuuna wa Yuusha de Aru,7.38,7.53,-0.1500001,2190,2626,2784,Oct 2014 - Dec 2014,Dec 2014 - Aug 2018
Kuragehime,8.11,8.26,-0.15000057,444,345,39346,Oct 2010 - Dec 2010,Oct 2008 - Aug 2017
Banana Fish,8.48,8.63,-0.15000057,133,74,52440,Jul 2018 - Dec 2018,Apr 1985 - Mar 1994
Fate/Apocrypha,7.19,7.35,-0.15999985,3101,4081,3217,Jul 2017 - Dec 2017,Jun 2016 - Dec 2023
Isekai Yakkyoku,7.31,7.47,-0.15999985,2498,3003,2604,Jul 2022 - Sep 2022,Jan 2016 - Dec 2023
Scrapped Princess,7.38,7.54,-0.15999985,2175,2544,811,Apr 2003 - Oct 2003,Mar 1999 - Oct 2003
"Fuufu Ijou, Koibito Miman.",7.59,7.75,-0.15999985,1408,1428,42160,Oct 2022 - Dec 2022,Mar 2018 - Dec 2023
Baccano!,8.37,8.53,-0.15999985,189,121,18799,Jul 2007 - Nov 2007,Feb 2003 - Aug 2016
Hinako Note,6.77,6.93,-0.15999985,5020,9486,1827,Apr 2017 - Jun 2017,Aug 2014 - Jan 2021
SKET Dance,8.21,8.37,-0.15999985,336,227,31354,Apr 2011 - Sep 2012,Jul 2007 - Jul 2013
Tonari no Seki-kun,7.54,7.7,-0.15999985,1593,1638,18727,Jan 2014 - May 2014,Jul 2010 - Dec 2023
Tensura Nikki: Tensei shitara Slime Datta Ken,7.59,7.75,-0.15999985,1421,1429,5315,Apr 2021 - Jun 2021,Apr 2018 - Dec 2023
Kurozuka,6.87,7.03,-0.16000032,4550,8044,6980,Oct 2008 - Dec 2008,Jul 2002 - Oct 2006
Shakugan no Shana,7.45,7.61,-0.16000032,1881,2138,9990,Oct 2005 - Mar 2006,Feb 2005 - Aug 2011
Orient,6.6,6.76,-0.16000032,5870,11774,11020,Jan 2022 - Mar 2022,May 2018 - Dec 2023
Crayon Shin-chan,7.78,7.95,-0.1699996,965,834,5434,Apr 1992 - Dec 2023,Aug 1990 - Mar 2010
Seiken Tsukai no World Break,6.78,6.95,-0.1699996,4980,9231,1791,Jan 2015 - Mar 2015,Apr 2014 - Jan 2016
Re:Creators,7.55,7.72,-0.1699996,1574,1565,3751,Apr 2017 - Sep 2017,Apr 2017 - Nov 2019
Majo no Tabitabi,7.55,7.72,-0.1699996,1565,1583,4642,Oct 2020 - Dec 2020,Nov 2018 - Dec 2023
Yoru wa Neko to Issho,7.11,7.28,-0.17000008,3532,4809,830,Aug 2022 - Jan 2023,Oct 2020 - Dec 2023
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,5.93,6.1,-0.17000008,9203,17107,4022,Oct 2022 - Dec 2022,Apr 2018 - Dec 2023
Nogizaka Haruka no Himitsu,7.2,7.37,-0.17000008,3050,3895,2892,Jul 2008 - Sep 2008,Aug 2006 - Jun 2010
Sunabouzu,7.38,7.55,-0.17000008,2180,2467,5988,Oct 2004 - Mar 2005,Jan 1997 - Oct 2020
Chi's Sweet Home,7.67,7.84,-0.17000008,1205,1123,12336,Mar 2008 - Sep 2008,Jan 2004 - Jun 2015
Toradora!,8.08,8.25,-0.17000008,487,352,26257,Oct 2008 - Mar 2009,Mar 2006 - Mar 2009
Daitoshokan no Hitsujikai,6.86,7.03,-0.17000008,4587,8137,931,Oct 2014 - Dec 2014,Feb 2012 - Nov 2014
Kakkou no Iinazuke,6.93,7.1,-0.17000008,4284,7069,2875,Apr 2022 - Oct 2022,Sep 2019 - Sep 2019
Chainsaw Man,8.58,8.75,-0.17000008,87,40,562333,Oct 2022 - Dec 2022,Dec 2018 - Dec 2023
Cat Shit One,6.91,7.08,-0.17000008,4394,7295,2584,Jul 2010 - Jul 2010,Dec 1996 - Dec 2001
Ansatsu Kyoushitsu,8.09,8.26,-0.17000008,470,347,150197,Jan 2015 - Jun 2015,Jul 2012 - Apr 2016
Hanamaru Youchien,7.27,7.44,-0.17000008,2720,3302,3431,Jan 2010 - Mar 2010,Sep 2006 - Oct 2011
Captain Tsubasa,7.34,7.51,-0.17000008,2334,2767,6439,Oct 1983 - Mar 1986,Mar 1981 - Apr 1988
Ballroom e Youkoso,8.18,8.36,-0.17999935,366,242,37848,Jul 2017 - Dec 2017,Nov 2011 - Dec 2023
Megami-ryou no Ryoubo-kun.,6.52,6.7,-0.17999983,6257,12570,7570,Jul 2021 - Sep 2021,Dec 2017 - Jun 2022
Maria†Holic,7.01,7.19,-0.17999983,3984,5925,7844,Jan 2009 - Mar 2009,May 2006 - Nov 2014
Full Metal Panic!,7.61,7.79,-0.17999983,1365,1285,16514,Jan 2002 - Jun 2002,Jan 2000 - Mar 2005
Aho Girl,6.75,6.93,-0.17999983,5087,9511,18831,Jul 2017 - Sep 2017,Nov 2012 - Dec 2017
Watashi ni Tenshi ga Maiorita!,7.29,7.47,-0.17999983,2615,3007,5376,Jan 2019 - Mar 2019,Nov 2016 - Dec 2023
Mushikaburi-hime,6.84,7.02,-0.17999983,4693,8168,843,Oct 2022 - Dec 2022,Jul 2016 - Dec 2023
Osananajimi ga Zettai ni Makenai Love Comedy,6.07,6.25,-0.17999983,8541,16585,7804,Apr 2021 - Jun 2021,Nov 2019 - Dec 2023
Tactics,7.19,7.37,-0.17999983,3073,3874,3244,Oct 2004 - Mar 2005,Dec 2000 - Apr 2013
Yu☆Gi☆Oh! Arc-V,6.7,6.88,-0.1800003,5360,10188,2527,Apr 2014 - Mar 2017,Aug 2015 - Apr 2019
Kishibe Rohan wa Ugokanai,7.62,7.8,-0.1800003,1339,1265,14414,Sep 2017 - Mar 2020,Jun 1997 - Dec 2023
Murenase! Seton Gakuen,6.95,7.13,-0.1800003,4221,6727,12940,Jan 2020 - Mar 2020,May 2016 - Dec 2017
Isekai Shokudou,7.39,7.57,-0.1800003,2148,2326,4138,Jul 2017 - Sep 2017,Nov 2016 - Jun 2019
Tejina-senpai,6.41,6.59,-0.1800003,6830,13866,14259,Jul 2019 - Sep 2019,Feb 2016 - Feb 2021
Bakemonogatari,8.33,8.51,-0.1800003,219,129,34042,Jul 2009 - Jun 2010,Mar 2018 - Mar 2023
Tian Guan Ci Fu,8.37,8.55,-0.1800003,196,110,5227,Oct 2020 - Jan 2021,Feb 2021 - Mar 2022
Sakamoto desu ga?,7.55,7.74,-0.18999958,1576,1482,32517,Apr 2016 - Jul 2016,Aug 2011 - Dec 2015
GJ-bu,7.3,7.49,-0.18999958,2557,2868,1331,Jan 2013 - Mar 2013,Mar 2010 - Mar 2012
Yotsunoha,6.3,6.49,-0.18999958,7457,14987,676,Feb 2008 - Mar 2008,Jan 2008 - Jul 2008
Tensei Oujo to Tensai Reijou no Mahou Kakumei,7.51,7.7,-0.18999958,1690,1651,9057,Jan 2023 - Mar 2023,Jul 2020 - Dec 2023
"Sentouin, Hakenshimasu!",7.16,7.35,-0.19000006,3295,4088,11838,Apr 2021 - Jun 2021,Mar 2018 - Dec 2023
Hataraku Saibou,7.56,7.75,-0.19000006,1503,1436,17450,Jul 2018 - Sep 2018,Jan 2015 - Jan 2021
Gakusen Toshi Asterisk,6.82,7.01,-0.19000006,4802,8413,7383,Oct 2015 - Dec 2015,May 2013 - Aug 2016
Slow Loop,7.25,7.44,-0.19000006,2819,3274,1374,Jan 2022 - Mar 2022,Apr 2018 - Dec 2023
Fate/kaleid liner Prisma☆Illya 2wei!,7.22,7.41,-0.19000006,2946,3561,8336,Jul 2014 - Sep 2014,Apr 2009 - Mar 2012
Kagami no Kojou,7.43,7.62,-0.19000006,1976,2057,616,Dec 2022 - Dec 2022,May 2017 - May 2017
Tegamibachi,7.61,7.8,-0.19000006,1355,1250,25110,Oct 2009 - Mar 2010,Sep 2006 - Nov 2015
Ou Dorobou Jing,7.19,7.38,-0.19000006,3123,3766,4217,May 2002 - Aug 2002,Mar 1995 - Apr 1998
Kuro no Shoukanshi,7.1,7.29,-0.19000006,3570,4781,2803,Jul 2022 - Sep 2022,Jun 2016 - Dec 2023
Venus Senki,6.77,6.96,-0.19000006,4997,9128,890,Mar 1989 - Mar 1989,Sep 1986 - Apr 1990
Acchi Kocchi,7.48,7.67,-0.19000006,1787,1763,8099,Apr 2012 - Jun 2012,Sep 2006 - Dec 2023
Hyper Police,7.07,7.27,-0.19999981,3684,4966,1097,Apr 1997 - Sep 1997,Feb 1993 - Jan 2004
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,7.44,7.64,-0.19999981,1936,1950,4431,Jan 2013 - Mar 2013,Jul 2012 - Jan 2014
High School! Kimengumi,7.32,7.52,-0.19999981,2442,2682,521,Oct 1985 - Oct 1987,Apr 1982 - Jun 1987
H2O: Footprints in the Sand,7.0,7.2,-0.19999981,4038,5753,1095,Jan 2008 - Mar 2008,Jan 2007 - Feb 2008
Strike the Blood,7.04,7.24,-0.19999981,3852,5278,7047,Oct 2013 - Mar 2014,Jun 2012 - Dec 2016
Brave Story,7.42,7.62,-0.19999981,2023,2066,915,Jul 2006 - Jul 2006,Mar 2003 - Mar 2003
Angel Heart,7.25,7.45,-0.19999981,2787,3166,3351,Oct 2005 - Sep 2006,May 2001 - Aug 2010
Dead Mount Death Play,7.32,7.52,-0.19999981,2435,2700,13184,Apr 2023 - Jun 2023,Oct 2017 - Dec 2023
Ore Monogatari!!,7.9,8.1,-0.20000029,724,558,32446,Apr 2015 - Sep 2015,Dec 2011 - Jul 2016
Bakuman.,8.19,8.39,-0.20000076,362,214,168807,Oct 2010 - Apr 2011,Aug 2008 - Apr 2012
Ginga Tetsudou 999,7.78,7.99,-0.20999956,970,742,2684,Sep 1978 - Mar 1981,Jan 1977 - Oct 1981
Fate/kaleid liner Prisma☆Illya,7.03,7.24,-0.20999956,3901,5350,1072,Jul 2013 - Sep 2013,Aug 2013 - Oct 2013
Kuma Kuma Kuma Bear,7.23,7.44,-0.21000004,2904,3270,9996,Oct 2020 - Dec 2020,Mar 2018 - Dec 2023
High School DxD,7.34,7.55,-0.21000004,2346,2502,24931,Jan 2012 - Mar 2012,Jul 2010 - Feb 2018
Mikakunin de Shinkoukei,7.37,7.58,-0.21000004,2221,2283,8506,Jan 2014 - Mar 2014,Apr 2009 - Dec 2023
Sakamichi no Apollon,8.31,8.52,-0.21000004,242,125,28714,Apr 2012 - Jun 2012,Sep 2007 - Jan 2012
Tonari no Kyuuketsuki-san,7.09,7.3,-0.21000004,3607,4625,3734,Oct 2018 - Dec 2018,Aug 2014 - Oct 2021
Muv-Luv Alternative: Total Eclipse,7.09,7.3,-0.21000004,3593,4624,1284,Jul 2012 - Dec 2012,Oct 2009 - Dec 2011
Genjitsu Shugi Yuusha no Oukoku Saikenki,7.24,7.45,-0.21000004,2862,3195,18744,Jul 2021 - Sep 2021,Jul 2017 - Dec 2023
Rokudenashi Majutsu Koushi to Akashic Records,7.14,7.35,-0.21000004,3382,4077,14583,Apr 2017 - Jun 2017,Mar 2015 - Jun 2021
Hinomaruzumou,7.55,7.76,-0.21000004,1556,1400,13149,Oct 2018 - Mar 2019,May 2014 - Jul 2019
Demi-chan wa Kataritai,7.54,7.75,-0.21000004,1603,1456,24028,Jan 2017 - Mar 2017,Sep 2014 - Dec 2022
Yi Ren Zhi Xia,6.82,7.03,-0.21000004,4787,8109,1313,Jul 2016 - Sep 2016,Feb 2015 - Dec 2023
Bokusatsu Tenshi Dokuro-chan,6.54,6.75,-0.21000004,6139,11898,2645,Mar 2005 - Sep 2005,Aug 2004 - Jun 2006
Tokyo Ghoul,7.79,8.0,-0.21000004,935,720,14206,Jul 2014 - Sep 2014,Jul 2013 - Dec 2014
Mou Ippon!,7.16,7.37,-0.21000004,3281,3937,1109,Jan 2023 - Apr 2023,Oct 2018 - Dec 2023
Cat's Eye,7.19,7.4,-0.21000004,3092,3576,3255,Jul 1983 - Jul 1985,Jun 1981 - Jan 1985
Kidou Senshi Gundam: The Origin,8.33,8.54,-0.21000004,215,114,14166,Feb 2015 - May 2018,Jun 2001 - Jun 2014
MM!,7.04,7.25,-0.21000004,3840,5172,1420,Oct 2010 - Dec 2010,Feb 2007 - Sep 2010
JoJo no Kimyou na Bouken,7.45,7.66,-0.21000004,1911,1855,4704,Nov 1993 - Nov 1994,Nov 1993 - Nov 1993
Muteki Kanban Musume,7.09,7.3,-0.21000004,3592,4595,481,Jul 2006 - Sep 2006,Jun 2002 - Jul 2006
Boku no Hero Academia,7.89,8.1,-0.21000051,743,575,422550,Apr 2016 - Jun 2016,Jul 2014 - Dec 2023
Switch,6.86,7.08,-0.21999979,4579,7378,1118,Oct 2008 - Feb 2009,Apr 2018 - May 2021
Yamada-kun to Lv999 no Koi wo Suru,7.86,8.08,-0.21999979,813,600,34666,Apr 2023 - Jun 2023,Mar 2019 - Dec 2023
Shinigami Bocchan to Kuro Maid,7.61,7.83,-0.21999979,1381,1134,27460,Jul 2021 - Sep 2021,Oct 2017 - May 2022
Sakigake!! Cromartie Koukou,7.9,8.12,-0.21999979,725,527,13114,Oct 2003 - Mar 2004,Jul 2000 - May 2006
Shiki,7.73,7.95,-0.21999979,1083,835,19996,Jul 2010 - Dec 2010,Dec 2007 - Jun 2011
Seikai no Senki,7.67,7.89,-0.21999979,1223,995,909,Apr 2000 - Jul 2000,Dec 1996 - Dec 2023
Mitsuboshi Colors,7.41,7.63,-0.22000027,2063,2031,5148,Jan 2018 - Mar 2018,Jul 2014 - Jun 2020
Unico,7.14,7.36,-0.22000027,3388,4045,1136,Mar 1981 - Mar 1981,Nov 1976 - Mar 1979
Knight's & Magic,7.08,7.3,-0.22000027,3647,4629,6880,Jul 2017 - Sep 2017,Apr 2016 - Mar 2022
Isekai Shokudou,7.39,7.61,-0.22000027,2148,2132,2250,Jul 2017 - Sep 2017,Feb 2015 - Dec 2023
Sugar Apple Fairy Tale,7.35,7.57,-0.22000027,2312,2341,1451,Jan 2023 - Mar 2023,Apr 2010 - Feb 2015
Tian Guan Ci Fu,8.37,8.59,-0.22000027,196,89,8323,Oct 2020 - Jan 2021,Oct 2019 - Dec 2023
Given,8.33,8.55,-0.22000027,220,112,57119,Jul 2019 - Sep 2019,Apr 2013 - Mar 2023
Cardcaptor Sakura,8.16,8.38,-0.22000027,397,224,61106,Apr 1998 - Mar 2000,May 1996 - Jul 2000
Ramen Daisuki Koizumi-san,6.54,6.76,-0.22000027,6183,11759,2367,Jan 2018 - Mar 2018,Sep 2013 - Dec 2023
Blue Lock,8.34,8.56,-0.22000027,211,108,148619,Oct 2022 - Mar 2023,Aug 2018 - Dec 2023
Ranma ½,7.76,7.99,-0.22999954,1011,740,48724,Apr 1989 - Sep 1992,Aug 1987 - Feb 1996
Ookami to Koushinryou,8.22,8.45,-0.22999954,324,164,39188,Jan 2008 - Mar 2008,Sep 2007 - Dec 2017
"Komi-san wa, Comyushou desu.",7.92,8.15,-0.22999954,694,475,243085,Oct 2021 - Dec 2021,May 2016 - Dec 2023
Neon Genesis Evangelion,8.35,8.58,-0.22999954,205,94,106527,Oct 1995 - Mar 1996,Dec 1994 - Jun 2013
Hitsugi no Chaika,7.22,7.45,-0.23000002,2956,3246,2538,Apr 2014 - Jun 2014,Dec 2010 - Mar 2015
Hakushaku to Yousei,7.21,7.44,-0.23000002,3017,3306,12755,Sep 2008 - Dec 2008,Aug 2008 - Apr 2010
Akuyaku Reijou nanode Last Boss wo Kattemimashita,7.23,7.46,-0.23000002,2871,3094,1607,Oct 2022 - Dec 2022,Sep 2017 - Dec 2023
Amagi Brilliant Park,7.46,7.69,-0.23000002,1846,1707,4681,Oct 2014 - Dec 2014,Feb 2013 - Jun 2016
Erementar Gerad,7.25,7.48,-0.23000002,2797,2945,9047,Apr 2005 - Sep 2005,Feb 2002 - Dec 2009
Yuragi-sou no Yuuna-san,7.0,7.23,-0.23000002,4025,5495,47273,Jul 2018 - Sep 2018,Feb 2016 - Jun 2020
Dear Boys,6.78,7.01,-0.23000002,4957,8422,1344,Apr 2003 - Sep 2003,Jun 1989 - Jan 1997
Sunohara-sou no Kanrinin-san,6.77,7.0,-0.23000002,4990,8590,4978,Jul 2018 - Sep 2018,May 2014 - Dec 2023
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.93,7.16,-0.23000002,4305,6229,18025,Apr 2021 - Jun 2021,Jun 2017 - Dec 2023
One Outs,8.33,8.56,-0.2300005,217,102,32087,Oct 2008 - Apr 2009,Nov 1998 - Aug 2006
Tanaka-kun wa Itsumo Kedaruge,7.83,8.06,-0.2300005,871,628,27012,Apr 2016 - Jun 2016,Jul 2013 - Jul 2019
Horimiya,8.2,8.43,-0.2300005,346,181,323487,Jan 2021 - Apr 2021,Oct 2011 - Mar 2021
Angel Cop,5.96,6.2,-0.23999977,9043,16761,648,Sep 1989 - May 1994,Apr 1990 - Apr 1990
Gin no Saji,8.09,8.33,-0.23999977,472,262,39434,Jul 2013 - Sep 2013,Apr 2011 - Nov 2019
Tsuki ga Michibiku Isekai Douchuu,7.71,7.95,-0.23999977,1136,826,8630,Jul 2021 - Sep 2021,May 2013 - Dec 2023
Mirai Nikki,7.19,7.43,-0.23999977,3117,3398,2298,Dec 2010 - Dec 2010,Feb 2012 - May 2012
Osake wa Fuufu ni Natte kara,6.96,7.2,-0.23999977,4182,5786,8896,Oct 2017 - Dec 2017,Apr 2015 - Jul 2019
Nana,8.54,8.78,-0.23999977,104,36,128202,Apr 2006 - Mar 2007,May 2000 - May 2009
Strawberry Panic,7.28,7.52,-0.23999977,2675,2680,2957,Apr 2006 - Sep 2006,Mar 2006 - Dec 2006
Kyoukai no Kanata,7.73,7.97,-0.23999977,1080,786,6821,Oct 2013 - Dec 2013,Jun 2012 - Oct 2013
Galaxy Angel,7.03,7.27,-0.23999977,3902,4971,1721,Apr 2001 - Sep 2001,Mar 2001 - May 2004
Madan no Ou to Vanadis,7.11,7.35,-0.23999977,3515,4141,11459,Oct 2014 - Dec 2014,Oct 2011 - Aug 2016
World Trigger,7.58,7.82,-0.24000025,1429,1190,44760,Oct 2014 - Apr 2016,Feb 2013 - Dec 2023
Busou Shoujo Machiavellianism,6.89,7.13,-0.24000025,4445,6710,12749,Apr 2017 - Jun 2017,Mar 2014 - Aug 2022
Inu to Hasami wa Tsukaiyou,6.54,6.78,-0.24000025,6162,11592,1627,Jul 2013 - Sep 2013,May 2012 - Mar 2014
Hentai Ouji to Warawanai Neko.,7.16,7.4,-0.24000025,3263,3648,14653,Apr 2013 - Jun 2013,Apr 2011 - Feb 2018
Kagami no Kojou,7.43,7.67,-0.24000025,1976,1820,912,Dec 2022 - Dec 2022,Jun 2019 - Feb 2021
Kyoukai no Rinne,6.89,7.13,-0.24000025,4464,6640,9237,Apr 2015 - Sep 2015,Apr 2009 - Dec 2017
Skull Man,6.6,6.84,-0.24000025,5874,10746,1194,Apr 2007 - Jul 2007,Mar 1998 - Apr 2001
Fate/Zero,8.28,8.52,-0.24000072,265,124,26463,Oct 2011 - Dec 2011,Dec 2006 - Dec 2007
Terra Formars,7.0,7.25,-0.25,4017,5245,47993,Sep 2014 - Dec 2014,Jan 2011 - Nov 2018
City Hunter,7.91,8.16,-0.25,707,460,14690,Apr 1987 - Mar 1988,Feb 1985 - Nov 1991
Tensei shitara Slime Datta Ken,8.14,8.39,-0.25,416,218,121851,Oct 2018 - Mar 2019,Mar 2015 - Dec 2023
MM!,7.04,7.29,-0.25,3840,4692,2577,Oct 2010 - Dec 2010,Jul 2008 - Feb 2012
Handa-kun,7.36,7.61,-0.25,2275,2121,16001,Jul 2016 - Sep 2016,Oct 2013 - Sep 2016
Tamako Market,7.4,7.65,-0.25,2083,1932,1332,Jan 2013 - Mar 2013,Apr 2013 - Apr 2013
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,7.22,7.47,-0.25,2928,3081,976,Jan 2023 - Mar 2023,Apr 2019 - Aug 2019
Black Lagoon,8.03,8.28,-0.25,550,324,50627,Apr 2006 - Jun 2006,Apr 2002 - Dec 2023
Kono Subarashii Sekai ni Bakuen wo!,7.52,7.77,-0.25,1665,1355,8459,Apr 2023 - Jun 2023,Apr 2016 - Dec 2017
Yama no Susume,6.83,7.08,-0.25,4719,7362,1771,Jan 2013 - Mar 2013,Aug 2011 - Dec 2023
Yamato Nadeshiko Shichihenge♥,7.72,7.97,-0.25,1099,788,26554,Oct 2006 - Mar 2007,Mar 2000 - Jan 2015
Bungou Stray Dogs Wan!,7.96,8.21,-0.25,644,395,6047,Jan 2021 - Mar 2021,Dec 2015 - Dec 2023
Soul Eater,7.84,8.09,-0.25,841,586,180703,Apr 2008 - Mar 2009,Jun 2003 - Aug 2013
Cinderella Boy,6.28,6.53,-0.25,7546,14529,865,Jun 2003 - Sep 2003,Mar 1996 - Mar 1996
D.Gray-man,8.02,8.28,-0.25999928,568,321,152548,Oct 2006 - Sep 2008,May 2004 - Dec 2023
Inukami!,7.23,7.49,-0.25999975,2899,2860,505,Apr 2006 - Sep 2006,Jan 2003 - May 2007
Slayers,7.73,7.99,-0.25999975,1085,748,3989,Apr 1995 - Sep 1995,Jan 1990 - Dec 2023
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.73,7.99,-0.25999975,1072,732,8728,Jan 2019 - Mar 2019,Jun 2015 - Dec 2023
