"mid","title","rank","type","volumes","published","members","page_url","image_url","score","fixed_published"
7936,K-On!,1371,Manga,"4",Apr 2007 - Sep 2010,33700,https://myanimelist.net/manga/13001/K-On,https://cdn.myanimelist.net/r/100x140/images/manga/2/259427.jpg?s=949a87e415c1bf10fa3a7824437aa720,7.77,Apr 2007 - Sep 2010
7941,Call Me the Devil,8556,Manhwa,?,Apr 2022 -,536,https://myanimelist.net/manga/150828/Call_Me_the_Devil,https://cdn.myanimelist.net/r/100x140/images/manga/1/267447.jpg?s=e8edf9c86c5a42ee3412e2605937ed6e,7.0,Apr 2022 - Dec 2023
7943,Chiguhagu Lovers,16075,Manga,"2",Apr 2011 - Jun 2012,601,https://myanimelist.net/manga/84981/Chiguhagu_Lovers,https://cdn.myanimelist.net/r/100x140/images/manga/1/147359.jpg?s=7173b132479cd32b115d83281241aea5,6.35,Apr 2011 - Jun 2012
7944,Saeki-kun ni Tsunagacchau!,15249,Manga,"1",Oct 2017 - Oct 2018,962,https://myanimelist.net/manga/112559/Saeki-kun_ni_Tsunagacchau,https://cdn.myanimelist.net/r/100x140/images/manga/2/221785.jpg?s=f043d864f843f37722c40e437b33d591,6.46,Oct 2017 - Oct 2018
7945,Kyuuketsuki-chan x Kouhai-chan,3601,Manga,"4",Feb 2017 - Feb 2019,3487,https://myanimelist.net/manga/106887/Kyuuketsuki-chan_x_Kouhai-chan,https://cdn.myanimelist.net/r/100x140/images/manga/2/200865.jpg?s=5c5f0c35d5e5553ffed8c2826b96c2b7,7.4,Feb 2017 - Feb 2019
7946,Tsubasa: RESERVoir CHRoNiCLE,291,Manga,"28",May 2003 - Oct 2009,77512,https://myanimelist.net/manga/9/Tsubasa__RESERVoir_CHRoNiCLE,https://cdn.myanimelist.net/r/100x140/images/manga/1/272410.jpg?s=da7b7996024c7167f9cc656d94c66f4c,8.3,May 2003 - Oct 2009
7948,Sekai Saikyou no Shinjuutsukai,16482,Manga,?,Nov 2020 -,772,https://myanimelist.net/manga/131795/Sekai_Saikyou_no_Shinjuutsukai,https://cdn.myanimelist.net/r/100x140/images/manga/1/252893.jpg?s=b05c50f24eada0516dfc42d1f9c44251,6.28,Nov 2020 - Dec 2023
7949,Junkie Fiction,10339,Manga,"3",Jun 2005 - Apr 2006,529,https://myanimelist.net/manga/1615/Junkie_Fiction,https://cdn.myanimelist.net/r/100x140/images/manga/3/56077.jpg?s=78f0294c096b5548f8e8f3ea3ce8f7af,6.87,Jun 2005 - Apr 2006
7950,Slayers Special,4586,Manga,"4",May 2000 - Sep 2001,1153,https://myanimelist.net/manga/719/Slayers_Special,https://cdn.myanimelist.net/r/100x140/images/manga/3/165195.jpg?s=5030a421930f8f922fe787018eed1fd0,7.3,May 2000 - Sep 2001
7951,Ryoushin no Shakkin wo Katagawari shite Morau Jouken wa Nihonichi Kawaii Joshikousei to Issho ni Kurasu Koto deshita.,8551,Manga,?,May 2022 -,2920,https://myanimelist.net/manga/147458/Ryoushin_no_Shakkin_wo_Katagawari_shite_Morau_Jouken_wa_Nihonichi_Kawaii_Joshikousei_to_Issho_ni_Kurasu_Koto_deshita,https://cdn.myanimelist.net/r/100x140/images/manga/2/280207.jpg?s=91f1ebf599156e22cbb4a740c1e4165a,7.0,May 2022 - Dec 2023
7952,Kuro no Souzou Shoukanshi: Tenseisha no Hangyaku,16878,Manga,"3",Aug 2017 - Apr 2020,5502,https://myanimelist.net/manga/108684/Kuro_no_Souzou_Shoukanshi__Tenseisha_no_Hangyaku,https://cdn.myanimelist.net/r/100x140/images/manga/3/215988.jpg?s=5d57fc4b9b1985f86ec0e68a8488f8d5,6.18,Aug 2017 - Apr 2020
7953,Secretary Out-of-Order,10854,Manhwa,?,Jun 2021 - May 2022,836,https://myanimelist.net/manga/147371/Secretary_Out-of-Order,https://cdn.myanimelist.net/r/100x140/images/manga/1/261407.jpg?s=0b4578f64ab27dc4869e567ba23b7d4a,6.84,Jun 2021 - May 2022
7954,Yuugai Muzai Gangu,3206,Manga,"1",Feb 2019 - Feb 2019,611,https://myanimelist.net/manga/118149/Yuugai_Muzai_Gangu,https://cdn.myanimelist.net/r/100x140/images/manga/1/226209.jpg?s=a6a6b369160bbd3ebc40554df9d27e9f,7.45,Feb 2019 - Feb 2019
7955,The Matchmaking Baby Princess,12777,Manhwa,?,Apr 2021 -,623,https://myanimelist.net/manga/147520/The_Matchmaking_Baby_Princess,https://cdn.myanimelist.net/r/100x140/images/manga/2/261746.jpg?s=9145cb8dcf006a9663317159ced7b385,6.69,Apr 2021 - Dec 2023
7956,Devil Survivor,4686,Manga,"8",May 2012 - Feb 2016,5189,https://myanimelist.net/manga/37525/Devil_Survivor,https://cdn.myanimelist.net/r/100x140/images/manga/3/172106.jpg?s=bc9534f36019abaef7859aa663399523,7.3,May 2012 - Feb 2016
7957,Kakushigoto,9212,Manga,?,May 2018 -,2968,https://myanimelist.net/manga/116734/Kakushigoto,https://cdn.myanimelist.net/r/100x140/images/manga/1/219888.jpg?s=d3339955813b46ffdd8da8636b37657d,6.95,May 2018 - Dec 2023
7958,Aoi Horus no Hitomi: Dansou no Joou no Monogatari,2912,Manga,"9",Dec 2014 - Apr 2021,5087,https://myanimelist.net/manga/92991/Aoi_Horus_no_Hitomi__Dansou_no_Joou_no_Monogatari,https://cdn.myanimelist.net/r/100x140/images/manga/3/164010.jpg?s=182684715b29ddcaf1f8bba7a2d1abae,7.49,Dec 2014 - Apr 2021
7959,Moufu Oneesan no Atatamekata,15130,Manga,"2",Feb 2019 - Aug 2020,1373,https://myanimelist.net/manga/120117/Moufu_Oneesan_no_Atatamekata,https://cdn.myanimelist.net/r/100x140/images/manga/3/232393.jpg?s=71f456ae017514b3b51e042e140686c9,6.48,Feb 2019 - Aug 2020
7960,Last Waltz,15105,Manga,"2",Jan 2015 - May 2016,655,https://myanimelist.net/manga/87271/Last_Waltz,https://cdn.myanimelist.net/r/100x140/images/manga/2/169652.jpg?s=19eec3da175429e0280eb8b59f02c6ef,6.48,Jan 2015 - May 2016
7961,Dog End,12013,Manga,"5",Aug 2016 - Feb 2019,507,https://myanimelist.net/manga/101987/Dog_End,https://cdn.myanimelist.net/r/100x140/images/manga/1/189597.jpg?s=88245493264fec702a50d25057d5ac0b,6.75,Aug 2016 - Feb 2019
7962,Tensei-saki ga Zannen Ouji Datta Ken: Ima wa Fukkin 1-kai mo Dekinai kedo Yasete Isekai Sukuimasu,11764,Manga,?,Dec 2020 -,600,https://myanimelist.net/manga/138943/Tensei-saki_ga_Zannen_Ouji_Datta_Ken__Ima_wa_Fukkin_1-kai_mo_Dekinai_kedo_Yasete_Isekai_Sukuimasu,https://cdn.myanimelist.net/r/100x140/images/manga/1/248453.jpg?s=3dd7bbd8e83e7fe07c7b23d789d449ab,6.76,Dec 2020 - Dec 2023
7963,Konjiki no Gash!!,248,Manga,"33",Jan 2001 - Dec 2007,30212,https://myanimelist.net/manga/869/Konjiki_no_Gash,https://cdn.myanimelist.net/r/100x140/images/manga/3/172209.jpg?s=8d2ecc5cd940b622a457055542445ace,8.35,Jan 2001 - Dec 2007
7964,Time Killers,3529,Manga,"1",Aug 2000 - Sep 2008,7663,https://myanimelist.net/manga/36277/Time_Killers,https://cdn.myanimelist.net/r/100x140/images/manga/3/65561.jpg?s=cd100b3ac925c3f790bc372656dc7676,7.41,Aug 2000 - Sep 2008
7966,"Saikyoushoku ""Ryuukishi"" kara Shokyuushoku ""Hakobiya"" ni Natta noni Nazeka Yuusha-tachi kara Tayoraretemasu @comic",15433,Manga,?,Jan 2018 -,1153,https://myanimelist.net/manga/118168/Saikyoushoku_Ryuukishi_kara_Shokyuushoku_Hakobiya_ni_Natta_noni_Nazeka_Yuusha-tachi_kara_Tayoraretemasu_comic,https://cdn.myanimelist.net/r/100x140/images/manga/1/233968.jpg?s=745bc51a2fa9aacece89ff391df3394c,6.44,Jan 2018 - Dec 2023
7967,Mune ga Naru no wa Kimi no Sei,5361,Manga,"5",Oct 2012 - Aug 2014,6407,https://myanimelist.net/manga/57961/Mune_ga_Naru_no_wa_Kimi_no_Sei,https://cdn.myanimelist.net/r/100x140/images/manga/3/150390.jpg?s=3cd47e5f904eba1250e68f943cadbd9b,7.24,Oct 2012 - Aug 2014
7968,I Can See Your Death,11664,Manhwa,?,Feb 2022 -,734,https://myanimelist.net/manga/150102/I_Can_See_Your_Death,https://cdn.myanimelist.net/r/100x140/images/manga/1/266172.jpg?s=f83c1abad1b9a63fde1d5a970ccbf367,6.77,Feb 2022 - Dec 2023
7969,Yakusoku Siren,1372,Manga,?,Jan 2009 - May 2010,2432,https://myanimelist.net/manga/13850/Yakusoku_Siren,https://cdn.myanimelist.net/r/100x140/images/manga/1/19642.jpg?s=e10a505b4e8ca87ab1810c0d2b06f4e0,7.77,Jan 2009 - May 2010
7970,Crack Star,9468,Manga,"1",Jun 2015 - Jan 2017,2752,https://myanimelist.net/manga/99816/Crack_Star,https://cdn.myanimelist.net/r/100x140/images/manga/2/194624.jpg?s=297070c8a7dff63f9e6e5b87ebcdde5d,6.93,Jun 2015 - Jan 2017
7971,Takidani Koukou Manga Club,14173,One-shot,?,Aug 2009 - Aug 2009,1952,https://myanimelist.net/manga/17741/Takidani_Koukou_Manga_Club,https://cdn.myanimelist.net/r/100x140/images/manga/2/27011.jpg?s=f66bb52250ca41cbf6c4e34316164b2d,6.57,Aug 2009 - Aug 2009
7972,One Piece Novel: A,861,Light-Novel,"2",Jul 2017 - Jun 2018,3591,https://myanimelist.net/manga/127114/One_Piece_Novel__A,https://cdn.myanimelist.net/r/100x140/images/manga/2/232216.jpg?s=6ab79b0822f9c19064dac487342aeb40,7.94,Jul 2017 - Jun 2018
7973,Rifle Is Beautiful,14328,Manga,"6",Apr 2015 - Jul 2020,740,https://myanimelist.net/manga/110314/Rifle_Is_Beautiful,https://cdn.myanimelist.net/r/100x140/images/manga/2/201996.jpg?s=ca57e629546f10a122b229357beb9d45,6.55,Apr 2015 - Jul 2020
7974,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",1242,Light-Novel,?,Jun 2019 -,1315,https://myanimelist.net/manga/128337/Tearmoon_Teikoku_Monogatari__Dantoudai_kara_Hajimaru_Hime_no_Tensei_Gyakuten_Story,https://cdn.myanimelist.net/r/100x140/images/manga/1/246521.jpg?s=7af02646d8a871c2a256fc22689ebd48,7.8,Jun 2019 - Dec 2023
7975,Binghuo Mochu,11602,Manhua,?,Apr 2014 -,842,https://myanimelist.net/manga/112461/Binghuo_Mochu,https://cdn.myanimelist.net/r/100x140/images/manga/3/206315.jpg?s=ebb7152e790a6272254c3334ddd7436a,6.78,Apr 2014 - Dec 2023
7976,The Little Lady Behind the Scenes,4237,Manhwa,?,Oct 2021 -,1726,https://myanimelist.net/manga/147633/The_Little_Lady_Behind_the_Scenes,https://cdn.myanimelist.net/r/100x140/images/manga/2/261906.jpg?s=f8824db64b1afd4954ebc6998ffafd97,7.34,Oct 2021 - Dec 2023
7977,Ben-To,5270,Light-Novel,"15",Feb 2008 - Feb 2014,2037,https://myanimelist.net/manga/29725/Ben-To,https://cdn.myanimelist.net/r/100x140/images/manga/1/121803.jpg?s=cfebce5bdedaa4fac11509a833018824,7.24,Feb 2008 - Feb 2014
7978,Shadow Lady,11893,Manga,"3",Jul 1995 - Dec 1995,2356,https://myanimelist.net/manga/1763/Shadow_Lady,https://cdn.myanimelist.net/r/100x140/images/manga/2/166887.jpg?s=261f47c7e181cc796b56c4402fb30659,6.75,Jul 1995 - Dec 1995
7979,Junai Strip,13986,Manga,"1",Jun 2005 - Jun 2005,8015,https://myanimelist.net/manga/3439/Junai_Strip,https://cdn.myanimelist.net/r/100x140/images/manga/3/104629.jpg?s=03b57d52b51ad2dc54fd2e0a8c66cd0c,6.58,Jun 2005 - Jun 2005
7980,Natsu no Arashi!,6801,Manga,"8",Aug 2006 - Sep 2010,2117,https://myanimelist.net/manga/3728/Natsu_no_Arashi,https://cdn.myanimelist.net/r/100x140/images/manga/2/55599.jpg?s=5a426af623578c64f23ee6015df47a6f,7.12,Aug 2006 - Sep 2010
7981,My Hero,6937,One-shot,?,Oct 2013 - Oct 2013,1352,https://myanimelist.net/manga/70537/My_Hero,https://cdn.myanimelist.net/r/100x140/images/manga/1/121207.jpg?s=9ba8a0d4e97d9df98217a7a87f64594f,7.11,Oct 2013 - Oct 2013
7982,Mitou Shoukan://Blood Sign,1981,Light-Novel,"10",Sep 2014 - Jun 2019,2724,https://myanimelist.net/manga/76567/Mitou_Shoukan___Blood_Sign,https://cdn.myanimelist.net/r/100x140/images/manga/3/219837.jpg?s=e8c06d223e14d2910e2f116bfccae377,7.64,Sep 2014 - Jun 2019
7983,"Sekai Saikyou no Doryokuka: Dare mo Shiranai ""Doryoku"" no Sainou wo Sazukatta node Ore dake ga Dekiru Kikakugai no Doryoku de Saikyou ni Naru",14483,Manga,"4",Sep 2020 - Jan 2022,1008,https://myanimelist.net/manga/136762/Sekai_Saikyou_no_Doryokuka__Dare_mo_Shiranai_Doryoku_no_Sainou_wo_Sazukatta_node_Ore_dake_ga_Dekiru_Kikakugai_no_Doryoku_de_Saikyou_ni_Naru,https://cdn.myanimelist.net/r/100x140/images/manga/1/246024.jpg?s=358c9496e191bd525f5a067052baf3ae,6.54,Sep 2020 - Jan 2022
7984,Nemuri-hime ni 100 mankai no Kiss,7942,Manga,"1",Jan 2006 - Jan 2006,703,https://myanimelist.net/manga/3943/Nemuri-hime_ni_100_mankai_no_Kiss,https://cdn.myanimelist.net/r/100x140/images/manga/1/4538.jpg?s=0a6b92db59acd8c1f8be9daa67ced8b5,7.04,Jan 2006 - Jan 2006
7985,Houkago no Aurora,12604,One-shot,?,Apr 2014 - Apr 2014,297,https://myanimelist.net/manga/70889/Houkago_no_Aurora,https://cdn.myanimelist.net/r/100x140/images/manga/5/121735.jpg?s=51e9fe572fcfbde7bd6f9f6d949603c1,6.7,Apr 2014 - Apr 2014
7986,Sakurai-san wa Kizuite Hoshii,3613,Manga,"4",Oct 2019 - Feb 2022,16183,https://myanimelist.net/manga/124036/Sakurai-san_wa_Kizuite_Hoshii,https://cdn.myanimelist.net/r/100x140/images/manga/2/252607.jpg?s=2eefecd0ff609218e08a622499d1921b,7.4,Oct 2019 - Feb 2022
7987,Hard Romantica,10776,Manga,"1",Mar 2002 - Mar 2003,844,https://myanimelist.net/manga/11011/Hard_Romantica,https://cdn.myanimelist.net/r/100x140/images/manga/3/24918.jpg?s=8a6c62cbdbd90d31eeb12083082a8892,6.84,Mar 2002 - Mar 2003
7989,Usotoki Rhetoric,1200,Manga,"10",Jun 2012 - Mar 2018,5727,https://myanimelist.net/manga/99575/Usotoki_Rhetoric,https://cdn.myanimelist.net/r/100x140/images/manga/1/179845.jpg?s=e83e0b1f09197df52a4ba8e45a450431,7.82,Jun 2012 - Mar 2018
7990,Shugo Chara-chan!,7549,Manga,"4",Mar 2008 - Dec 2010,3201,https://myanimelist.net/manga/15116/Shugo_Chara-chan,https://cdn.myanimelist.net/r/100x140/images/manga/5/22219.jpg?s=5d038dfe03e4d3c9147ef7f85752ed70,7.07,Mar 2008 - Dec 2010
7991,Magetsukan Kitan,10181,Manga,"5",Nov 2003 - Apr 2007,3597,https://myanimelist.net/manga/13999/Magetsukan_Kitan,https://cdn.myanimelist.net/r/100x140/images/manga/1/62419.jpg?s=97032583d4cb8c2c532c3c1f674310f8,6.88,Nov 2003 - Apr 2007
7992,Smile Brush: My Old Pictures,3593,Manhwa,"1",Jul 2010 - Jul 2011,807,https://myanimelist.net/manga/94414/Smile_Brush__My_Old_Pictures,https://cdn.myanimelist.net/r/100x140/images/manga/1/167426.jpg?s=6e773c5310fb368ef250d9401b0a31cc,7.4,Jul 2010 - Jul 2011
7993,Ragtonia,4443,Manga,"4",Mar 2006 - Sep 2013,1029,https://myanimelist.net/manga/13213/Ragtonia,https://cdn.myanimelist.net/r/100x140/images/manga/3/118169.jpg?s=a016b7f2bc5947237d402a731d4a7b26,7.32,Mar 2006 - Sep 2013
7996,Houkago Saikoro Club,12692,Manga,"19",Mar 2013 - Jun 2021,1025,https://myanimelist.net/manga/69035/Houkago_Saikoro_Club,https://cdn.myanimelist.net/r/100x140/images/manga/1/118233.jpg?s=cbaf170f66833cdd7417f508f40db3e7,6.69,Mar 2013 - Jun 2021
7998,Himouto! Umaru-chan G,6679,Manga,"1",Nov 2017 - Apr 2018,1668,https://myanimelist.net/manga/110752/Himouto_Umaru-chan_G,https://cdn.myanimelist.net/r/100x140/images/manga/1/210505.jpg?s=d19c645c4c5760bae1904f003bb45896,7.13,Nov 2017 - Apr 2018
7999,Shikei Game,17808,Manga,"2",Aug 2018 - Apr 2019,1337,https://myanimelist.net/manga/121283/Shikei_Game,https://cdn.myanimelist.net/r/100x140/images/manga/2/226361.jpg?s=38ee382caaf0642cda0daae69fbea56e,5.16,Aug 2018 - Apr 2019
8000,Nekokan.Batch,17416,One-shot,?,Dec 2015 - Dec 2015,237,https://myanimelist.net/manga/95948/NekokanBatch,https://cdn.myanimelist.net/r/100x140/images/manga/1/183305.jpg?s=96166a7b253e1726c3ceb14a6238cf80,5.92,Dec 2015 - Dec 2015
8001,"13 Club",12462,Manga,"2",Oct 2008 - Dec 2009,3502,https://myanimelist.net/manga/19517/13_Club,https://cdn.myanimelist.net/r/100x140/images/manga/2/30313.jpg?s=c0c4a34332a5a8b30ec44a8eef15c5a0,6.71,Oct 2008 - Dec 2009
8003,Sakamoto,9748,One-shot,?,Dec 2019 - Dec 2019,825,https://myanimelist.net/manga/131487/Sakamoto,https://cdn.myanimelist.net/r/100x140/images/manga/1/237840.jpg?s=7366fbf25468e865f83bc1f60d507e55,6.91,Dec 2019 - Dec 2019
8004,Shuukaku no Juunigatsu,13488,Manga,"2",Dec 2010 - Nov 2011,1539,https://myanimelist.net/manga/31129/Shuukaku_no_Juunigatsu,https://cdn.myanimelist.net/r/100x140/images/manga/3/185993.jpg?s=ced3b0243d8d4b2582b9bc9e3fc4042d,6.63,Dec 2010 - Nov 2011
8005,Chikyuu wo Nomu,8272,Manga,"2",Feb 1968 - Jul 1969,1174,https://myanimelist.net/manga/13605/Chikyuu_wo_Nomu,https://cdn.myanimelist.net/r/100x140/images/manga/5/170231.jpg?s=1daf21642b3b462567699305ce58f203,7.02,Feb 1968 - Jul 1969
8006,Akagi: Yami ni Oritatta Tensai,528,Manga,"36",Jun 1991 - Feb 2018,11252,https://myanimelist.net/manga/1218/Akagi__Yami_ni_Oritatta_Tensai,https://cdn.myanimelist.net/r/100x140/images/manga/2/191155.jpg?s=008f0d0a8722e7b3999fb1820941f9b4,8.12,Jun 1991 - Feb 2018
8007,Testify,17726,One-shot,?,Nov 2004 - Nov 2004,463,https://myanimelist.net/manga/12087/Testify,https://cdn.myanimelist.net/r/100x140/images/manga/1/16557.jpg?s=cb8f5b714eb02c4cd2941a3537445246,5.56,Nov 2004 - Nov 2004
8009,Phenomeno,3419,Light-Novel,"6",Jan 2012 - Jun 2015,2231,https://myanimelist.net/manga/45347/Phenomeno,https://cdn.myanimelist.net/r/100x140/images/manga/3/80101.jpg?s=9e66b7da2c625185fe30ad42c7a555d7,7.42,Jan 2012 - Jun 2015
8010,Planet Ladder,10335,Manga,"7",Mar 1998 - May 2003,1069,https://myanimelist.net/manga/480/Planet_Ladder,https://cdn.myanimelist.net/r/100x140/images/manga/3/155810.jpg?s=651192fbad01d24041b8315fbc51f54e,6.87,Mar 1998 - May 2003
8013,How to Survive a Romance Fantasy,14521,Manhwa,?,Mar 2021 - Aug 2022,1008,https://myanimelist.net/manga/147996/How_to_Survive_a_Romance_Fantasy,https://cdn.myanimelist.net/r/100x140/images/manga/1/262644.jpg?s=1334f981813a0b29546d1e2b2690df51,6.53,Mar 2021 - Aug 2022
8015,Mugen no Juunin: Bakumatsu no Shou,9369,Manga,?,May 2019 -,1144,https://myanimelist.net/manga/120483/Mugen_no_Juunin__Bakumatsu_no_Shou,https://cdn.myanimelist.net/r/100x140/images/manga/3/223739.jpg?s=60800c7866489a5c463d016e2a6dbf3d,6.94,May 2019 - Dec 2023
8017,Gorgeous Carat,4055,Manga,"4",Oct 1999 - Sep 2002,1733,https://myanimelist.net/manga/1170/Gorgeous_Carat,https://cdn.myanimelist.net/r/100x140/images/manga/3/5205.jpg?s=027cee68b7a31182128276d4dc613db5,7.35,Oct 1999 - Sep 2002
8018,Umisaki Lilac,6417,Manga,"4",Oct 2015 - Sep 2018,789,https://myanimelist.net/manga/118188/Umisaki_Lilac,https://cdn.myanimelist.net/r/100x140/images/manga/2/234541.jpg?s=57c1a78503b599058ba6c0e9c453a9bd,7.15,Oct 2015 - Sep 2018
8019,Henshin Ganbou!,4665,One-shot,?,Aug 2014 - Aug 2014,10557,https://myanimelist.net/manga/78773/Henshin_Ganbou,https://cdn.myanimelist.net/r/100x140/images/manga/1/136275.jpg?s=59fddcf38114501bf73a128d5e0e5dc6,7.3,Aug 2014 - Aug 2014
8020,Kawaii Joushi wo Komarasetai,6890,Manga,?,Apr 2015 -,18485,https://myanimelist.net/manga/96109/Kawaii_Joushi_wo_Komarasetai,https://cdn.myanimelist.net/r/100x140/images/manga/3/188965.jpg?s=f43c15a1a0fbf0738c46a63125da4a42,7.11,Apr 2015 - Dec 2023
8021,Taka to Tonbi to Aburaage,13912,Manga,"1",Aug 2013 - Aug 2014,236,https://myanimelist.net/manga/115714/Taka_to_Tonbi_to_Aburaage,https://cdn.myanimelist.net/r/100x140/images/manga/2/222915.jpg?s=0047b88199efa9f9995b633d7fa9a15d,6.59,Aug 2013 - Aug 2014
8022,Acute,14211,Manga,"1",Oct 2013 - Oct 2014,2328,https://myanimelist.net/manga/74179/Acute,https://cdn.myanimelist.net/r/100x140/images/manga/2/166481.jpg?s=70cbacef162f6608bdd02919b887ca20,6.56,Oct 2013 - Oct 2014
8023,"Kirishima, Bukatsu Yameru tte yo",15986,Manga,"1",Apr 2012 - Jul 2012,1431,https://myanimelist.net/manga/60203/Kirishima_Bukatsu_Yameru_tte_yo,https://cdn.myanimelist.net/r/100x140/images/manga/2/103691.jpg?s=98ca9bddfa8a402ebb615d11e91bbc7f,6.36,Apr 2012 - Jul 2012
8025,Zero no Tsukaima Gaiden: Tabitha no Bouken,4214,Light-Novel,"3",Oct 2006 - Mar 2009,504,https://myanimelist.net/manga/97275/Zero_no_Tsukaima_Gaiden__Tabitha_no_Bouken,https://cdn.myanimelist.net/r/100x140/images/manga/2/173853.jpg?s=e96f16395baeacb0f06383e21cd00127,7.34,Oct 2006 - Mar 2009
8027,Akuma Yashiki no Kyouikugakari,13840,One-shot,?,Oct 2010 - Oct 2010,382,https://myanimelist.net/manga/25053/Akuma_Yashiki_no_Kyouikugakari,https://cdn.myanimelist.net/r/100x140/images/manga/2/40418.jpg?s=ba6f96428040d11b30cde87f03a118f8,6.6,Oct 2010 - Oct 2010
8028,Complex Age,5680,Manga,"6",May 2014 - Jun 2015,2412,https://myanimelist.net/manga/73923/Complex_Age,https://cdn.myanimelist.net/r/100x140/images/manga/2/139583.jpg?s=23ca5a5a09f4e5c32a50ba0f970e5802,7.21,May 2014 - Jun 2015
8029,Isekai Tenseisha Koroshi: Cheat Slayer,17659,Manga,?,Jun 2021 - Jun 2021,1744,https://myanimelist.net/manga/136598/Isekai_Tenseisha_Koroshi__Cheat_Slayer,https://cdn.myanimelist.net/r/100x140/images/manga/2/246621.jpg?s=9543af9b70943ccf16118e5b7251bd66,5.67,Jun 2021 - Jun 2021
8030,Surviving the Game as a Barbarian,5978,Manhwa,?,Apr 2023 -,1060,https://myanimelist.net/manga/158296/Surviving_the_Game_as_a_Barbarian,https://cdn.myanimelist.net/r/100x140/images/manga/2/281007.jpg?s=4b1ea3a1627b0baff8b5c5128b5eddb1,7.19,Apr 2023 - Dec 2023
8031,Flying Bunny,10604,One-shot,?,Feb 2009 - Feb 2009,2786,https://myanimelist.net/manga/14511/Flying_Bunny,https://cdn.myanimelist.net/r/100x140/images/manga/2/27381.jpg?s=a6d8680f7ccd1d5b4aa982877b222f15,6.85,Feb 2009 - Feb 2009
8032,Death Pie,17655,Manga,"1",Aug 1989 - Apr 1990,312,https://myanimelist.net/manga/39629/Death_Pie,https://cdn.myanimelist.net/r/100x140/images/manga/2/186074.jpg?s=54f4017e89b7392f501e2ffcfda6d579,5.67,Aug 1989 - Apr 1990
8033,Engeki-bu no Majo to Kishi,14030,Manga,"1",Dec 2010 - Mar 2013,421,https://myanimelist.net/manga/69365/Engeki-bu_no_Majo_to_Kishi,https://cdn.myanimelist.net/r/100x140/images/manga/3/186007.jpg?s=912ee52eab37df2f5762015faa89f5ae,6.58,Dec 2010 - Mar 2013
8034,"Datte, Oishii no ga Warui.",7782,Manga,"1",Nov 2014 - Jul 2015,1091,https://myanimelist.net/manga/100091/Datte_Oishii_no_ga_Warui,https://cdn.myanimelist.net/r/100x140/images/manga/2/181621.jpg?s=e9e394346ac08137b5ca702b6e936240,7.05,Nov 2014 - Jul 2015
8035,Kusanagi-sensei wa Tamesareteiru.,14228,Manga,"3",Sep 2017 - Oct 2019,2832,https://myanimelist.net/manga/111776/Kusanagi-sensei_wa_Tamesareteiru,https://cdn.myanimelist.net/r/100x140/images/manga/2/224219.jpg?s=f4f2ce847c5ae47b6ec48f543adb4da2,6.56,Sep 2017 - Oct 2019
8037,Yume Miru Happa,14431,Manga,"1",Sep 1995 -,601,https://myanimelist.net/manga/1755/Yume_Miru_Happa,https://cdn.myanimelist.net/r/100x140/images/manga/2/272953.jpg?s=8fef4785f09f7f608e86faa9152ca2a6,6.54,Sep 1995 - Dec 2023
8039,Kuchiutsusu,13209,Manga,"3",Dec 2016 - Feb 2019,452,https://myanimelist.net/manga/113374/Kuchiutsusu,https://cdn.myanimelist.net/r/100x140/images/manga/1/217910.jpg?s=b665c3f019a71c47c8fad1a3cf945c63,6.65,Dec 2016 - Feb 2019
8041,Hanazono-kun to Kazoe-san no Fukakai na Houkago,7190,Manga,"3",May 2019 - May 2020,4182,https://myanimelist.net/manga/124303/Hanazono-kun_to_Kazoe-san_no_Fukakai_na_Houkago,https://cdn.myanimelist.net/r/100x140/images/manga/3/226735.jpg?s=1c63aa6a377379863b0cd26438eabeb1,7.09,May 2019 - May 2020
8043,Mutsu Enmei-ryuu Gaiden: Shura no Toki,6549,Manga,"17",Jun 1989 - Jan 2016,478,https://myanimelist.net/manga/11854/Mutsu_Enmei-ryuu_Gaiden__Shura_no_Toki,https://cdn.myanimelist.net/r/100x140/images/manga/1/169873.jpg?s=7cc742f5c39be3018c91f3f62a54148e,7.14,Jun 1989 - Jan 2016
8044,Vassalord.,645,Manga,"7",Nov 2004 - Feb 2013,15649,https://myanimelist.net/manga/3076/Vassalord,https://cdn.myanimelist.net/r/100x140/images/manga/5/123687.jpg?s=8ea90317ee4241f861f07bd26940d5ed,8.05,Nov 2004 - Feb 2013
8045,Pochi Kuro,4666,Manga,"4",Sep 2014 - Jul 2015,8679,https://myanimelist.net/manga/80187/Pochi_Kuro,https://cdn.myanimelist.net/r/100x140/images/manga/2/162239.jpg?s=85f36b017cd9150b3e8c7eb1937b29af,7.3,Sep 2014 - Jul 2015
